timestamp,username,user_id,ip_address,auth_result,session_id,user_agent,session_duration,response_time,request_size,response_size,attempt_count_for_username,attempt_count_from_ip,time_since_last_attempt,session_reused_flag,password_correct_flag,is_bruteforce_candidate,is_anomalous,failure_reason,event_id,notes
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.131,failure,norm_sess_1117,Browser_1,1184,0.34499338885992786,74,1453,4,7,2656,0,0,0,0,,evt_32,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.192,success,norm_sess_5081,Browser_1,1853,0.9635441760983876,67,1177,4,2,2536,0,1,0,0,,evt_33,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.120,failure,norm_sess_7275,Browser_1,2824,0.372214351220883,71,1157,3,3,3076,0,0,0,0,bad_password,evt_34,
2025-10-31 17:02:37.378222,user_8,usr08,192.168.1.112,failure,norm_sess_7521,Browser_1,2311,0.6179846492992982,74,1197,3,4,2518,0,0,0,0,bad_password,evt_35,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.184,success,norm_sess_1319,Browser_1,1759,0.21312903968130867,73,935,4,5,2625,0,1,0,0,,evt_36,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.120,success,norm_sess_9661,Browser_1,3344,1.4461630528235976,65,1141,4,4,3364,0,1,0,0,bad_password,evt_37,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.103,success,norm_sess_7041,Browser_1,2228,1.3570116063177757,66,1310,1,4,3083,0,1,0,0,,evt_38,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.161,failure,norm_sess_7564,Browser_1,551,0.520377045818672,71,984,3,5,3318,0,0,0,0,,evt_39,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.103,failure,norm_sess_7949,Browser_1,3048,1.3710762593063788,71,1844,4,7,575,0,0,0,0,,evt_40,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.195,success,norm_sess_3906,Browser_1,1890,0.6575589196346843,71,1167,4,2,2509,0,1,0,0,,evt_41,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.157,success,norm_sess_5606,Browser_1,1845,0.48879577884954706,73,1341,3,5,3072,0,1,0,0,,evt_42,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.121,success,norm_sess_8316,Browser_1,1223,1.481211556189753,74,1156,3,7,1370,0,1,0,0,,evt_43,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.108,success,norm_sess_2590,Browser_1,647,0.9141320660752081,74,1529,1,7,3001,0,1,0,0,,evt_44,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.108,success,norm_sess_7580,Browser_1,2369,0.1944266562985278,69,1250,1,2,1891,1,1,0,0,,evt_45,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.106,failure,norm_sess_9836,Browser_1,1076,1.0283428536619115,66,1502,2,7,307,0,0,0,0,,evt_46,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.181,success,norm_sess_3159,Browser_1,988,1.3147598663259992,71,1403,4,7,1599,1,1,0,0,,evt_47,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.101,failure,norm_sess_9713,Browser_1,618,0.2971588221582029,66,1345,2,2,399,0,0,0,0,bad_password,evt_48,
2025-10-31 17:02:37.378222,user_2,usr02,192.168.1.147,success,norm_sess_5038,Browser_1,775,0.6077914899197626,66,1780,3,2,2565,1,1,0,0,,evt_49,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.133,failure,norm_sess_6417,Browser_1,1693,0.47215657987433934,71,993,2,1,824,1,0,0,0,,evt_50,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.168,success,norm_sess_9931,Browser_1,2380,0.9956876369750991,67,1051,1,2,2091,0,1,0,0,,evt_51,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.125,success,norm_sess_7716,Browser_1,2233,0.9606842970135289,69,1010,4,2,2308,1,1,0,0,,evt_52,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.188,success,norm_sess_2851,Browser_1,842,1.0138063721452735,67,1731,1,3,2214,0,1,0,0,,evt_53,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.181,success,norm_sess_9262,Browser_1,1053,0.9773447949407558,66,1175,4,1,1726,0,1,0,0,,evt_54,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.178,success,norm_sess_5453,Browser_1,2715,0.6548935982605856,71,996,2,6,2984,0,1,0,0,,evt_55,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.145,failure,norm_sess_3364,Browser_1,1397,1.1257967272491751,70,1685,4,6,1901,1,0,0,0,,evt_56,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.155,success,norm_sess_2040,Browser_1,2844,0.43225891112828074,74,1168,2,7,555,0,1,0,0,bad_password,evt_57,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.171,success,norm_sess_8688,Browser_1,1141,1.0359856506371132,74,1343,2,6,719,0,1,0,0,,evt_58,
2025-10-31 17:02:37.378222,user_2,usr02,192.168.1.194,success,norm_sess_9435,Browser_1,1917,1.2858232314691205,71,960,4,3,602,0,1,0,0,,evt_59,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.191,success,norm_sess_9694,Browser_1,3006,0.39023139127164475,67,1088,4,7,2693,0,1,0,0,bad_password,evt_60,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.114,success,norm_sess_7876,Browser_1,742,0.9153423769554399,66,1319,4,7,428,0,1,0,0,,evt_61,
2025-10-31 17:02:37.378222,user_8,usr08,192.168.1.199,success,norm_sess_1177,Browser_1,1967,1.207771243534688,69,1270,1,4,3189,1,1,0,0,bad_password,evt_62,
2025-10-31 17:02:37.378222,user_2,usr02,192.168.1.142,failure,norm_sess_4992,Browser_1,2684,0.16739268659517387,71,1772,2,3,1140,0,0,0,0,,evt_63,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.188,success,norm_sess_8741,Browser_1,2604,0.6434190562778956,71,1393,4,1,2904,0,1,0,0,bad_password,evt_64,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.173,failure,norm_sess_6540,Browser_1,2841,0.6355620601698073,71,1693,4,1,1815,0,0,0,0,bad_password,evt_65,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.128,success,norm_sess_4052,Browser_1,2770,0.7727471880203455,69,1367,3,4,3451,0,1,0,0,,evt_66,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.184,success,norm_sess_3251,Browser_1,2445,0.5085870422260761,71,805,3,6,1359,0,1,0,0,,evt_67,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.195,failure,norm_sess_9152,Browser_1,1248,0.37026706265395193,67,1664,3,6,2522,0,0,0,0,bad_password,evt_68,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.136,success,norm_sess_2085,Browser_1,1276,1.003677668581935,71,1591,4,3,3010,0,1,0,0,,evt_69,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.160,success,norm_sess_6763,Browser_1,1962,0.6355333348379045,71,1514,2,3,1430,1,1,0,0,bad_password,evt_70,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.166,success,norm_sess_1382,Browser_1,2716,0.7785385129540878,74,932,4,6,3310,0,1,0,0,,evt_71,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.117,failure,norm_sess_2850,Browser_1,604,1.237848909998036,73,1400,4,5,3205,0,0,0,0,bad_password,evt_72,
2025-10-31 17:02:37.378222,user_8,usr08,192.168.1.125,failure,norm_sess_9404,Browser_1,1143,1.4264063714297395,73,1319,4,3,3536,1,0,0,0,bad_password,evt_73,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.159,failure,norm_sess_8634,Browser_1,727,1.3798884084157497,68,1754,2,3,899,0,0,0,0,,evt_74,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.136,success,norm_sess_5260,Browser_1,1858,1.007438927352682,65,963,4,6,846,1,1,0,0,,evt_75,
2025-10-31 17:02:37.378222,user_2,usr02,192.168.1.100,success,norm_sess_2971,Browser_1,1290,0.6309032755514822,72,1636,4,6,2435,0,1,0,0,bad_password,evt_76,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.154,success,norm_sess_2523,Browser_1,2579,1.2694991589651408,67,816,4,6,382,0,1,0,0,,evt_77,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.132,success,norm_sess_3825,Browser_1,880,1.383262181601884,68,1523,3,1,3046,0,1,0,0,,evt_78,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.115,success,norm_sess_5945,Browser_1,3211,1.4806661229626141,67,1840,1,7,1848,0,1,0,0,,evt_79,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.156,failure,norm_sess_1922,Browser_1,1760,1.1624197330448929,67,1505,4,1,3031,0,0,0,0,bad_password,evt_80,
2025-10-31 17:02:37.378222,user_7,usr07,192.168.1.131,success,norm_sess_2600,Browser_1,3092,1.4518529543883005,72,1492,2,5,2518,0,1,0,0,,evt_81,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.182,success,norm_sess_3788,Browser_1,1643,1.2717474657672907,68,861,4,5,3092,0,1,0,0,,evt_82,
2025-10-31 17:02:37.378222,user_7,usr07,192.168.1.119,success,norm_sess_3022,Browser_1,1449,0.2684328766596684,65,1925,1,2,2590,0,1,0,0,,evt_83,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.176,failure,norm_sess_7948,Browser_1,2437,0.6498186854963908,65,1084,2,4,2779,0,0,0,0,,evt_84,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.138,success,norm_sess_5278,Browser_1,1909,1.469621082951978,68,1749,1,2,758,0,1,0,0,,evt_85,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.178,failure,norm_sess_2009,Browser_1,3404,1.4046776574197253,72,1674,4,2,2865,0,0,0,0,,evt_86,
2025-10-31 17:02:37.378222,user_8,usr08,192.168.1.153,success,norm_sess_9365,Browser_1,1668,0.17492545773629883,73,1253,3,1,1657,0,1,0,0,,evt_87,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.137,success,norm_sess_7921,Browser_1,2648,0.6864399501257009,65,1503,2,6,1838,0,1,0,0,,evt_88,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.150,success,norm_sess_3669,Browser_1,3498,0.8654735460814861,65,1241,1,2,972,0,1,0,0,,evt_89,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.120,failure,norm_sess_8287,Browser_1,3328,0.41132552892894003,71,951,1,7,309,0,0,0,0,,evt_90,
2025-10-31 17:02:37.378222,user_7,usr07,192.168.1.158,success,norm_sess_2042,Browser_1,1273,1.2544395123954213,65,1356,1,7,3130,1,1,0,0,bad_password,evt_91,
2025-10-31 17:02:37.378222,user_8,usr08,192.168.1.107,failure,norm_sess_4186,Browser_1,2660,0.9025016492171435,71,1078,2,3,998,0,0,0,0,,evt_92,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.100,success,norm_sess_3042,Browser_1,557,0.4845412444245627,65,1300,3,5,1073,1,1,0,0,bad_password,evt_93,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.173,success,norm_sess_9949,Browser_1,3057,0.5095963804593829,71,1022,4,5,1846,0,1,0,0,,evt_94,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.121,success,norm_sess_8469,Browser_1,3313,1.4545521805735053,71,1470,3,1,384,0,1,0,0,,evt_95,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.197,success,norm_sess_3448,Browser_1,832,0.7887620857210358,66,1516,2,6,667,0,1,0,0,bad_password,evt_96,
2025-10-31 17:02:37.378222,user_7,usr07,192.168.1.121,success,norm_sess_4626,Browser_1,2733,1.2158413861266042,66,1911,2,6,875,0,1,0,0,,evt_97,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.178,success,norm_sess_8870,Browser_1,513,0.4907436320896402,70,1403,2,4,2893,0,1,0,0,,evt_98,
2025-10-31 17:02:37.378222,user_7,usr07,192.168.1.104,failure,norm_sess_4931,Browser_1,2154,0.7702053446129254,66,1280,1,6,510,1,0,0,0,,evt_99,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.151,success,norm_sess_2316,Browser_1,516,0.9345663958597701,72,1179,3,1,439,0,1,0,0,,evt_100,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.138,failure,norm_sess_7601,Browser_1,2951,0.5819068455550385,68,1795,2,2,1951,1,0,0,0,,evt_101,
2025-10-31 17:02:37.378222,user_8,usr08,192.168.1.172,success,norm_sess_2408,Browser_1,1361,0.9252423188964349,69,1439,1,1,2072,0,1,0,0,,evt_102,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.191,failure,norm_sess_3080,Browser_1,1937,0.34723083677100597,67,1442,4,4,1334,0,0,0,0,,evt_103,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.115,failure,norm_sess_9344,Browser_1,1150,0.6687770014984523,67,1195,1,3,2446,0,0,0,0,bad_password,evt_104,
2025-10-31 17:02:37.378222,user_2,usr02,192.168.1.135,success,norm_sess_8804,Browser_1,892,0.48939944575239214,67,1953,1,1,2218,1,1,0,0,,evt_105,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.144,success,norm_sess_4948,Browser_1,925,1.0569380773049597,73,1334,2,6,2330,1,1,0,0,,evt_106,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.156,failure,norm_sess_3751,Browser_1,966,1.4011425814411305,68,872,3,5,3211,0,0,0,0,,evt_107,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.123,failure,norm_sess_1567,Browser_1,2219,0.6225163428818038,73,982,3,1,2909,1,0,0,0,,evt_108,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.128,success,norm_sess_2046,Browser_1,978,1.0249202396995702,74,1105,2,5,2575,0,1,0,0,bad_password,evt_109,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.194,failure,norm_sess_2020,Browser_1,1425,0.9005007696134136,66,1814,2,2,448,0,0,0,0,,evt_110,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.133,success,norm_sess_7272,Browser_1,1621,0.6230611381867267,68,1320,4,6,2880,0,1,0,0,,evt_111,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.111,success,norm_sess_8418,Browser_1,1273,0.7589426631754621,72,1370,1,6,724,1,1,0,0,,evt_112,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.139,success,norm_sess_8348,Browser_1,2998,0.373439138910335,74,1092,1,3,421,0,1,0,0,,evt_113,
2025-10-31 17:02:37.378222,user_8,usr08,192.168.1.187,success,norm_sess_8947,Browser_1,3389,0.3328537766069205,67,1392,3,4,2739,0,1,0,0,bad_password,evt_114,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.112,failure,norm_sess_7312,Browser_1,1398,1.3548136977511354,67,1059,1,5,1858,0,0,0,0,bad_password,evt_115,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.140,failure,norm_sess_4429,Browser_1,2485,0.586172216911723,66,874,4,1,3190,0,0,0,0,,evt_116,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.162,failure,norm_sess_2547,Browser_1,2356,1.2580989582017348,66,1359,2,4,2029,0,0,0,0,,evt_117,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.183,success,norm_sess_9326,Browser_1,1684,1.2868401784089276,74,1131,1,4,3186,0,1,0,0,bad_password,evt_118,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.194,success,norm_sess_9637,Browser_1,1420,1.3998332022826994,74,838,3,4,2750,0,1,0,0,,evt_119,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.109,success,norm_sess_1551,Browser_1,2242,0.43259661237972,66,1510,1,2,1433,0,1,0,0,bad_password,evt_120,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.161,success,norm_sess_9043,Browser_1,3340,0.2488147429879715,73,1192,2,2,1226,0,1,0,0,,evt_121,
2025-10-31 17:02:37.378222,user_2,usr02,192.168.1.160,success,norm_sess_1880,Browser_1,2937,0.9812060143967235,65,900,3,5,2044,0,1,0,0,,evt_122,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.105,success,norm_sess_3544,Browser_1,1230,0.12503758729655762,73,889,1,7,641,0,1,0,0,,evt_123,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.192,failure,norm_sess_3292,Browser_1,2111,1.187525513288833,65,1536,3,5,2725,0,0,0,0,bad_password,evt_124,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.160,failure,norm_sess_5211,Browser_1,1927,1.4173514538636,66,807,2,1,1122,0,0,0,0,,evt_125,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.198,success,norm_sess_3544,Browser_1,2174,0.39559700323092284,74,1867,4,6,2466,0,1,0,0,,evt_126,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.199,success,norm_sess_6890,Browser_1,1365,1.3061714346959936,73,1374,2,1,1818,0,1,0,0,,evt_127,
2025-10-31 17:02:37.378222,user_7,usr07,192.168.1.137,success,norm_sess_8679,Browser_1,1236,0.8496373184992221,67,1684,2,3,3565,0,1,0,0,bad_password,evt_128,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.119,success,norm_sess_7229,Browser_1,1294,0.8571262208617811,74,1448,2,5,3372,0,1,0,0,,evt_129,
2025-10-31 17:02:37.378222,user_2,usr02,192.168.1.144,failure,norm_sess_4943,Browser_1,2287,0.6621663627180963,72,1237,4,7,2843,0,0,0,0,,evt_130,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.139,success,norm_sess_9156,Browser_1,2661,1.3033468238421437,74,998,2,4,3177,0,1,0,0,bad_password,evt_131,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.129,success,norm_sess_7569,Browser_1,801,0.6115375331038838,74,1609,1,2,1164,0,1,0,0,,evt_132,
2025-10-31 17:02:37.378222,user_7,usr07,192.168.1.149,success,norm_sess_2723,Browser_1,1290,0.7244506696156469,72,900,4,5,1031,0,1,0,0,,evt_133,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.127,failure,norm_sess_6230,Browser_1,1583,1.0255941229168273,72,1715,2,5,3098,0,0,0,0,,evt_134,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.190,success,norm_sess_9008,Browser_1,3459,1.4043565856742455,69,1141,2,4,3044,0,1,0,0,,evt_135,
2025-10-31 17:02:37.378222,user_5,usr05,192.168.1.172,success,norm_sess_5004,Browser_1,1574,0.5379856575765518,71,872,3,2,2671,0,1,0,0,bad_password,evt_136,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.109,failure,norm_sess_7310,Browser_1,2797,0.5480230522314169,72,1821,4,7,2286,0,0,0,0,,evt_137,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.126,success,norm_sess_6493,Browser_1,700,0.8466429657495941,70,1587,1,1,1042,0,1,0,0,,evt_138,
2025-10-31 17:02:37.378222,user_1,usr01,192.168.1.182,success,norm_sess_6055,Browser_1,915,0.560814599009505,74,1469,4,1,2006,0,1,0,0,,evt_139,
2025-10-31 17:02:37.378222,user_7,usr07,192.168.1.127,success,norm_sess_1198,Browser_1,1692,0.44120861344255646,70,1859,1,2,845,1,1,0,0,,evt_140,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.194,success,norm_sess_5904,Browser_1,2621,0.8535515303731988,65,1355,1,6,572,0,1,0,0,bad_password,evt_141,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.156,success,norm_sess_4686,Browser_1,3370,1.1635920028392164,65,1293,1,6,573,0,1,0,0,,evt_142,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.133,success,norm_sess_9802,Browser_1,1196,0.9627098353799216,74,883,2,7,1127,0,1,0,0,bad_password,evt_143,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.137,success,norm_sess_3173,Browser_1,2542,0.39500857252012356,73,1780,2,7,874,0,1,0,0,,evt_144,
2025-10-31 17:02:37.378222,user_2,usr02,192.168.1.163,success,norm_sess_8374,Browser_1,3331,1.1290391924270755,66,1905,4,7,3168,0,1,0,0,,evt_145,
2025-10-31 17:02:37.378222,user_9,usr09,192.168.1.142,success,norm_sess_4655,Browser_1,1742,0.19462327531204998,66,1451,1,2,2396,0,1,0,0,,evt_146,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.181,success,norm_sess_9351,Browser_1,3076,0.6072018931608572,70,995,1,5,937,0,1,0,0,,evt_147,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.122,success,norm_sess_9656,Browser_1,3089,0.4285533586024909,66,1049,4,4,1783,0,1,0,0,bad_password,evt_148,
2025-10-31 17:02:37.378222,user_3,usr03,192.168.1.130,success,norm_sess_7447,Browser_1,1263,0.3877125707111081,71,1141,2,5,1362,0,1,0,0,,evt_149,
2025-10-31 17:02:37.378222,user_6,usr06,192.168.1.164,success,norm_sess_8512,Browser_1,3361,1.0923466991453255,65,1999,1,6,3016,0,1,0,0,,evt_150,
2025-10-31 17:02:37.378222,user_2,usr02,192.168.1.113,success,norm_sess_4245,Browser_1,2840,0.7960408265087061,71,1100,2,5,365,0,1,0,0,,evt_151,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.154,success,norm_sess_7950,Browser_1,2147,0.8685065359736167,66,901,3,2,3361,0,1,0,0,,evt_152,
2025-10-31 17:02:37.378222,user_4,usr04,192.168.1.126,failure,norm_sess_9218,Browser_1,3458,1.1484508295886342,74,1865,1,7,1712,0,0,0,0,bad_password,evt_153,
2025-10-31 17:02:37.378222,user_7,usr07,192.168.1.193,success,norm_sess_7849,Browser_1,907,1.0916646723758905,68,1412,2,7,1483,0,1,0,0,bad_password,evt_154,
