event_id,username,ip_address,session_id,timestamp,is_bruteforce_candidate,is_anomalous,total_attempts,success_rate,failure_rate,distinct_ips,ip_entropy,avg_time_between_attempts,total_attempts_ip,distinct_usernames,success_rate_ip,attempts_per_minute,session_duration,ip_changes,user_agent_changes,login_hour,weekday,is_weekend,is_night,velocity_score,suspicious_ip_flag
evt_13,user_9,192.168.1.157,norm_sess_4452,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,10,5,0.8,0.08508868302398982,1863.0,1.0,1.0,17,4,0,0,4558,0
evt_14,user_7,192.168.1.182,norm_sess_1892,2025-10-31 17:02:37.378222,0,0,559,0.32379248658318427,0.6762075134168157,50,1.8108123581913511,12.910593,9,7,1.0,0.0804718763173763,1203.0,1.0,1.0,17,4,0,0,27950,0
evt_15,user_4,192.168.1.183,norm_sess_2642,2025-10-31 17:02:37.378222,0,0,424,0.5919811320754716,0.4080188679245283,57,2.4664381926760655,17.029093,7,4,0.7142857142857143,0.05906785420102938,2977.0,1.0,1.0,17,4,0,0,24168,0
evt_16,user_5,192.168.1.171,norm_sess_1373,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,12,8,1.0,0.10021620916383907,2660.0,1.0,1.0,17,4,0,0,16992,0
evt_17,user_8,192.168.1.188,norm_sess_3281,2025-10-31 17:02:37.378222,0,0,64,0.6875,0.3125,48,5.488204882778696,112.996879,10,8,0.9,0.08495615488952707,501.0,1.0,1.0,17,4,0,0,3072,0
evt_18,user_6,192.168.1.153,norm_sess_7390,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,12,6,0.6666666666666666,0.10225286648350677,2858.0,1.0,1.0,17,4,0,0,6300,0
evt_19,user_6,192.168.1.141,norm_sess_1310,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,7,7,0.5714285714285714,0.05924613354273392,3033.0,1.0,1.0,17,4,0,0,6300,0
evt_20,user_7,192.168.1.152,norm_sess_7052,2025-10-31 17:02:37.378222,0,0,559,0.32379248658318427,0.6762075134168157,50,1.8108123581913511,12.910593,9,7,0.8888888888888888,0.07744900070612908,2317.0,1.0,1.0,17,4,0,0,27950,0
evt_21,user_5,192.168.1.166,norm_sess_6865,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,5,3,1.0,0.07816062962478612,1378.0,1.0,1.0,17,4,0,0,16992,0
evt_22,user_8,192.168.1.170,norm_sess_2234,2025-10-31 17:02:37.378222,0,0,64,0.6875,0.3125,48,5.488204882778696,112.996879,6,4,0.6666666666666666,0.053294543298715503,2292.0,1.0,1.0,17,4,0,0,3072,0
evt_23,user_9,192.168.1.148,norm_sess_1828,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,7,4,0.7142857142857143,0.06105301174151505,3491.0,1.0,1.0,17,4,0,0,4558,0
evt_24,user_1,192.168.1.164,norm_sess_9447,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,7,5,0.5714285714285714,0.062307032912362996,2190.0,1.0,1.0,17,4,0,0,4235,0
evt_25,user_7,192.168.1.158,norm_sess_1413,2025-10-31 17:02:37.378222,0,0,559,0.32379248658318427,0.6762075134168157,50,1.8108123581913511,12.910593,5,4,0.8,0.04796875216476483,2345.0,1.0,1.0,17,4,0,0,27950,0
evt_26,user_9,192.168.1.185,norm_sess_8500,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,12,6,0.9166666666666666,0.10131617414464639,1158.0,1.0,1.0,17,4,0,0,4558,0
evt_27,user_3,192.168.1.167,norm_sess_7317,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,9,5,0.8888888888888888,0.07701548983894516,2800.0,1.0,1.0,17,4,0,0,28202,0
evt_28,user_9,192.168.1.136,norm_sess_9533,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,14,6,1.0,0.11759114295044736,3041.0,1.0,1.0,17,4,0,0,4558,0
evt_29,user_7,192.168.1.190,norm_sess_2100,2025-10-31 17:02:37.378222,0,0,559,0.32379248658318427,0.6762075134168157,50,1.8108123581913511,12.910593,7,5,0.8571428571428571,0.0632434857124187,2025.0,1.0,1.0,17,4,0,0,27950,0
evt_30,user_9,192.168.1.174,norm_sess_8957,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,5,5,0.6,0.05186100153725188,741.0,1.0,1.0,17,4,0,0,4558,0
evt_31,user_3,192.168.1.199,norm_sess_4370,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,13,9,0.8461538461538461,0.10919068456053276,663.0,1.0,1.0,17,4,0,0,28202,0
evt_32,user_3,192.168.1.131,norm_sess_1117,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,3,3,0.6666666666666666,0.027430314792793294,1184.0,1.0,1.0,17,4,0,0,28202,0
evt_33,user_9,192.168.1.192,norm_sess_5081,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,10,7,0.5,0.08352513343131365,1853.0,1.0,1.0,17,4,0,0,4558,0
evt_34,user_1,192.168.1.120,norm_sess_7275,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,7,5,0.5714285714285714,0.06759223852802597,2824.0,1.0,1.0,17,4,0,0,4235,0
evt_35,user_8,192.168.1.112,norm_sess_7521,2025-10-31 17:02:37.378222,0,0,64,0.6875,0.3125,48,5.488204882778696,112.996879,7,4,0.7142857142857143,0.11138642895511353,2311.0,1.0,1.0,17,4,0,0,3072,0
evt_36,user_4,192.168.1.184,norm_sess_1319,2025-10-31 17:02:37.378222,0,0,424,0.5919811320754716,0.4080188679245283,57,2.4664381926760655,17.029093,7,5,0.5714285714285714,0.06088009346782755,1759.0,1.0,1.0,17,4,0,0,24168,0
evt_37,user_4,192.168.1.120,norm_sess_9661,2025-10-31 17:02:37.378222,0,0,424,0.5919811320754716,0.4080188679245283,57,2.4664381926760655,17.029093,7,5,0.5714285714285714,0.06759223852802597,3344.0,1.0,1.0,17,4,0,0,24168,0
evt_38,user_3,192.168.1.103,norm_sess_7041,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,8,7,0.5,0.06762199194363704,2228.0,1.0,1.0,17,4,0,0,28202,0
evt_39,user_3,192.168.1.161,norm_sess_7564,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,4,3,0.75,0.035757261568812114,551.0,1.0,1.0,17,4,0,0,28202,0
evt_40,user_1,192.168.1.103,norm_sess_7949,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,8,7,0.5,0.06762199194363704,3048.0,1.0,1.0,17,4,0,0,4235,0
evt_41,user_5,192.168.1.195,norm_sess_3906,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,7,6,0.7142857142857143,0.06273539016695281,1890.0,1.0,1.0,17,4,0,0,16992,0
evt_42,user_9,192.168.1.157,norm_sess_5606,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,10,5,0.8,0.08508868302398982,1845.0,1.0,1.0,17,4,0,0,4558,0
evt_43,user_3,192.168.1.121,norm_sess_8316,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,9,7,1.0,0.07574199249080563,1223.0,1.0,1.0,17,4,0,0,28202,0
evt_44,user_9,192.168.1.108,norm_sess_2590,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,8,5,0.75,0.06833827810652886,647.0,1.0,1.0,17,4,0,0,4558,0
evt_45,user_9,192.168.1.108,norm_sess_7580,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,8,5,0.75,0.06833827810652886,2369.0,1.0,1.0,17,4,0,0,4558,0
evt_46,user_9,192.168.1.106,norm_sess_9836,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,3,3,0.3333333333333333,0.02536550737165456,1076.0,1.0,1.0,17,4,0,0,4558,0
evt_47,user_5,192.168.1.181,norm_sess_3159,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,12,8,0.9166666666666666,0.10046760343636879,988.0,1.0,1.0,17,4,0,0,16992,0
evt_48,user_1,192.168.1.101,norm_sess_9713,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,8,5,0.75,0.06735792267043852,618.0,1.0,1.0,17,4,0,0,4235,0
evt_49,user_2,192.168.1.147,norm_sess_5038,2025-10-31 17:02:37.378222,0,0,74,0.7297297297297297,0.2702702702702703,47,5.405267216921831,98.533226,6,6,0.8333333333333334,0.056442064779680945,775.0,1.0,1.0,17,4,0,0,3478,0
evt_50,user_1,192.168.1.133,norm_sess_6417,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,9,7,0.7777777777777778,0.0758590348221101,1693.0,1.0,1.0,17,4,0,0,4235,0
evt_51,user_3,192.168.1.168,norm_sess_9931,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,7,6,0.7142857142857143,0.0600355168573958,2380.0,1.0,1.0,17,4,0,0,28202,0
evt_52,user_6,192.168.1.125,norm_sess_7716,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,11,7,0.9090909090909091,0.09523679803869546,2233.0,1.0,1.0,17,4,0,0,6300,0
evt_53,user_6,192.168.1.188,norm_sess_2851,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,10,8,0.9,0.08495615488952707,842.0,1.0,1.0,17,4,0,0,6300,0
evt_54,user_1,192.168.1.181,norm_sess_9262,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,12,8,0.9166666666666666,0.10046760343636879,1053.0,1.0,1.0,17,4,0,0,4235,0
evt_55,user_1,192.168.1.178,norm_sess_5453,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,9,6,0.6666666666666666,0.07541586703537081,2715.0,1.0,1.0,17,4,0,0,4235,0
evt_56,user_6,192.168.1.145,norm_sess_3364,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,5,3,0.6,0.042141913936085046,1397.0,1.0,1.0,17,4,0,0,6300,0
evt_57,user_9,192.168.1.155,norm_sess_2040,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,10,6,0.7,0.08605542478517429,2844.0,1.0,1.0,17,4,0,0,4558,0
evt_58,user_4,192.168.1.171,norm_sess_8688,2025-10-31 17:02:37.378222,0,0,424,0.5919811320754716,0.4080188679245283,57,2.4664381926760655,17.029093,12,8,1.0,0.10021620916383907,1141.0,1.0,1.0,17,4,0,0,24168,0
evt_59,user_2,192.168.1.194,norm_sess_9435,2025-10-31 17:02:37.378222,0,0,74,0.7297297297297297,0.2702702702702703,47,5.405267216921831,98.533226,8,7,0.75,0.07048729039371592,1917.0,1.0,1.0,17,4,0,0,3478,0
evt_60,user_6,192.168.1.191,norm_sess_9694,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,6,3,0.8333333333333334,0.051261993471720196,3006.0,1.0,1.0,17,4,0,0,6300,0
evt_61,user_6,192.168.1.114,norm_sess_7876,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,6,4,1.0,0.05043099925442321,742.0,1.0,1.0,17,4,0,0,6300,0
evt_62,user_8,192.168.1.199,norm_sess_1177,2025-10-31 17:02:37.378222,0,0,64,0.6875,0.3125,48,5.488204882778696,112.996879,13,9,0.8461538461538461,0.10919068456053276,1967.0,1.0,1.0,17,4,0,0,3072,0
evt_63,user_2,192.168.1.142,norm_sess_4992,2025-10-31 17:02:37.378222,0,0,74,0.7297297297297297,0.2702702702702703,47,5.405267216921831,98.533226,9,6,0.6666666666666666,0.07597643943880551,2684.0,1.0,1.0,17,4,0,0,3478,0
evt_64,user_4,192.168.1.188,norm_sess_8741,2025-10-31 17:02:37.378222,0,0,424,0.5919811320754716,0.4080188679245283,57,2.4664381926760655,17.029093,10,8,0.9,0.08495615488952707,2604.0,1.0,1.0,17,4,0,0,24168,0
evt_65,user_6,192.168.1.173,norm_sess_6540,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,12,7,0.8333333333333334,0.1037203669910317,2841.0,1.0,1.0,17,4,0,0,6300,0
evt_66,user_9,192.168.1.128,norm_sess_4052,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,11,8,0.8181818181818182,0.09387464154860645,2770.0,1.0,1.0,17,4,0,0,4558,0
evt_67,user_5,192.168.1.184,norm_sess_3251,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,7,5,0.5714285714285714,0.06088009346782755,2445.0,1.0,1.0,17,4,0,0,16992,0
evt_68,user_9,192.168.1.195,norm_sess_9152,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,7,6,0.7142857142857143,0.06273539016695281,1248.0,1.0,1.0,17,4,0,0,4558,0
evt_69,user_6,192.168.1.136,norm_sess_2085,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,14,6,1.0,0.11759114295044736,1276.0,1.0,1.0,17,4,0,0,6300,0
evt_70,user_6,192.168.1.160,norm_sess_6763,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,8,5,0.875,0.06771563331887216,1962.0,2.0,1.0,17,4,0,0,6300,0
evt_71,user_5,192.168.1.166,norm_sess_1382,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,5,3,1.0,0.07816062962478612,2716.0,1.0,1.0,17,4,0,0,16992,0
evt_72,user_9,192.168.1.117,norm_sess_2850,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,5,4,0.8,0.04392129555710157,604.0,1.0,1.0,17,4,0,0,4558,0
evt_73,user_8,192.168.1.125,norm_sess_9404,2025-10-31 17:02:37.378222,0,0,64,0.6875,0.3125,48,5.488204882778696,112.996879,11,7,0.9090909090909091,0.09523679803869546,2836.0,2.0,1.0,17,4,0,0,3072,0
evt_74,user_4,192.168.1.159,norm_sess_8634,2025-10-31 17:02:37.378222,0,0,424,0.5919811320754716,0.4080188679245283,57,2.4664381926760655,17.029093,3,3,0.3333333333333333,0.028141980946054985,3407.0,2.0,1.0,17,4,0,0,24168,0
evt_75,user_9,192.168.1.136,norm_sess_5260,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,14,6,1.0,0.11759114295044736,1858.0,1.0,1.0,17,4,0,0,4558,0
evt_76,user_2,192.168.1.100,norm_sess_2971,2025-10-31 17:02:37.378222,0,0,74,0.7297297297297297,0.2702702702702703,47,5.405267216921831,98.533226,5,4,0.8,0.043337898917903614,1554.0,2.0,1.0,17,4,0,0,3478,0
evt_77,user_6,192.168.1.154,norm_sess_2523,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,8,6,0.875,0.06814350098474024,2579.0,1.0,1.0,17,4,0,0,6300,0
evt_78,user_5,192.168.1.132,norm_sess_3825,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,6,5,1.0,0.060387654218473606,880.0,1.0,1.0,17,4,0,0,16992,0
evt_79,user_4,192.168.1.115,norm_sess_5945,2025-10-31 17:02:37.378222,0,0,424,0.5919811320754716,0.4080188679245283,57,2.4664381926760655,17.029093,4,3,0.75,0.03345467555106019,3211.0,1.0,1.0,17,4,0,0,24168,0
evt_80,user_1,192.168.1.156,norm_sess_1922,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,8,6,0.625,0.10745057111433608,1760.0,1.0,1.0,17,4,0,0,4235,0
evt_81,user_7,192.168.1.131,norm_sess_2600,2025-10-31 17:02:37.378222,0,0,559,0.32379248658318427,0.6762075134168157,50,1.8108123581913511,12.910593,3,3,0.6666666666666666,0.027430314792793294,3092.0,1.0,1.0,17,4,0,0,27950,0
evt_82,user_6,192.168.1.182,norm_sess_3788,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,9,7,1.0,0.0804718763173763,1643.0,1.0,1.0,17,4,0,0,6300,0
evt_83,user_7,192.168.1.119,norm_sess_3022,2025-10-31 17:02:37.378222,0,0,559,0.32379248658318427,0.6762075134168157,50,1.8108123581913511,12.910593,7,6,0.5714285714285714,0.05930003518501228,1449.0,1.0,1.0,17,4,0,0,27950,0
evt_84,user_3,192.168.1.176,norm_sess_7948,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,7,5,0.42857142857142855,0.07297159363939831,2437.0,1.0,1.0,17,4,0,0,28202,0
evt_85,user_1,192.168.1.138,norm_sess_5278,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,5,3,0.6,0.043951974898307496,1909.0,1.0,1.0,17,4,0,0,4235,0
evt_86,user_4,192.168.1.178,norm_sess_2009,2025-10-31 17:02:37.378222,0,0,424,0.5919811320754716,0.4080188679245283,57,2.4664381926760655,17.029093,9,6,0.6666666666666666,0.07541586703537081,3404.0,1.0,1.0,17,4,0,0,24168,0
evt_87,user_8,192.168.1.153,norm_sess_9365,2025-10-31 17:02:37.378222,0,0,64,0.6875,0.3125,48,5.488204882778696,112.996879,12,6,0.6666666666666666,0.10225286648350677,1668.0,1.0,1.0,17,4,0,0,3072,0
evt_88,user_1,192.168.1.137,norm_sess_7921,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,9,4,1.0,0.08124416724333113,2648.0,1.0,1.0,17,4,0,0,4235,0
evt_89,user_5,192.168.1.150,norm_sess_3669,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,4,3,0.5,0.034929631346122925,3498.0,1.0,1.0,17,4,0,0,16992,0
evt_90,user_4,192.168.1.120,norm_sess_8287,2025-10-31 17:02:37.378222,0,0,424,0.5919811320754716,0.4080188679245283,57,2.4664381926760655,17.029093,7,5,0.5714285714285714,0.06759223852802597,3328.0,1.0,1.0,17,4,0,0,24168,0
evt_91,user_7,192.168.1.158,norm_sess_2042,2025-10-31 17:02:37.378222,0,0,559,0.32379248658318427,0.6762075134168157,50,1.8108123581913511,12.910593,5,4,0.8,0.04796875216476483,1273.0,1.0,1.0,17,4,0,0,27950,0
evt_92,user_8,192.168.1.107,norm_sess_4186,2025-10-31 17:02:37.378222,0,0,64,0.6875,0.3125,48,5.488204882778696,112.996879,12,8,0.6666666666666666,0.10009835262345114,2660.0,1.0,1.0,17,4,0,0,3072,0
evt_93,user_5,192.168.1.100,norm_sess_3042,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,5,4,0.8,0.043337898917903614,557.0,1.0,1.0,17,4,0,0,16992,0
evt_94,user_3,192.168.1.173,norm_sess_9949,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,12,7,0.8333333333333334,0.1037203669910317,3057.0,1.0,1.0,17,4,0,0,28202,0
evt_95,user_9,192.168.1.121,norm_sess_8469,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,9,7,1.0,0.07574199249080563,3313.0,1.0,1.0,17,4,0,0,4558,0
evt_96,user_5,192.168.1.197,norm_sess_3448,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,7,5,1.0,0.05907605887026658,832.0,1.0,1.0,17,4,0,0,16992,0
evt_97,user_7,192.168.1.121,norm_sess_4626,2025-10-31 17:02:37.378222,0,0,559,0.32379248658318427,0.6762075134168157,50,1.8108123581913511,12.910593,9,7,1.0,0.07574199249080563,2733.0,1.0,1.0,17,4,0,0,27950,0
evt_98,user_5,192.168.1.178,norm_sess_8870,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,9,6,0.6666666666666666,0.07541586703537081,513.0,1.0,1.0,17,4,0,0,16992,0
evt_99,user_7,192.168.1.104,norm_sess_4931,2025-10-31 17:02:37.378222,0,0,559,0.32379248658318427,0.6762075134168157,50,1.8108123581913511,12.910593,7,3,0.7142857142857143,0.05906976235316071,2154.0,1.0,1.0,17,4,0,0,27950,0
evt_100,user_5,192.168.1.151,norm_sess_2316,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,6,5,0.6666666666666666,0.055058461771351305,516.0,1.0,1.0,17,4,0,0,16992,0
evt_101,user_3,192.168.1.138,norm_sess_7601,2025-10-31 17:02:37.378222,0,0,478,0.5167364016736402,0.48326359832635984,59,1.5806738144363621,15.096234,5,3,0.6,0.043951974898307496,2951.0,1.0,1.0,17,4,0,0,28202,0
evt_102,user_8,192.168.1.172,norm_sess_2408,2025-10-31 17:02:37.378222,0,0,64,0.6875,0.3125,48,5.488204882778696,112.996879,9,5,1.0,0.08616556482580959,1361.0,1.0,1.0,17,4,0,0,3072,0
evt_103,user_1,192.168.1.191,norm_sess_3080,2025-10-31 17:02:37.378222,0,0,77,0.8051948051948052,0.19480519480519481,55,5.639972741909314,94.49298,6,3,0.8333333333333334,0.051261993471720196,1937.0,1.0,1.0,17,4,0,0,4235,0
evt_104,user_5,192.168.1.115,norm_sess_9344,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,4,3,0.75,0.03345467555106019,1150.0,1.0,1.0,17,4,0,0,16992,0
evt_105,user_2,192.168.1.135,norm_sess_8804,2025-10-31 17:02:37.378222,0,0,74,0.7297297297297297,0.2702702702702703,47,5.405267216921831,98.533226,6,4,0.6666666666666666,0.05064383418475759,892.0,1.0,1.0,17,4,0,0,3478,0
evt_106,user_6,192.168.1.144,norm_sess_4948,2025-10-31 17:02:37.378222,0,0,100,0.8,0.2,63,5.831014064623284,72.730499,8,6,0.625,0.06931646287771712,925.0,1.0,1.0,17,4,0,0,6300,0
evt_107,user_5,192.168.1.156,norm_sess_3751,2025-10-31 17:02:37.378222,0,0,288,0.6631944444444444,0.3368055555555556,59,2.6329613176372,25.096234,8,6,0.625,0.10745057111433608,966.0,1.0,1.0,17,4,0,0,16992,0
evt_108,user_9,192.168.1.123,norm_sess_1567,2025-10-31 17:02:37.378222,0,0,86,0.813953488372093,0.18604651162790697,53,5.565344987058985,84.328318,5,2,0.6,0.044065480683854234,2219.0,1.0,1.0,17,4,0,0,4558,0
