2025-10-31 19:02:37,367 - auth_scanner - INFO - Logging initialized. Scan log: c:\Users\vishal\Desktop\WEBSCAN_PRO\projects\auth_session\logs\scan_run_20251031_190237.log
2025-10-31 19:02:37,368 - auth_scanner - INFO - Raw events log: c:\Users\vishal\Desktop\WEBSCAN_PRO\projects\auth_session\logs\raw_login_events_20251031_190237.log
2025-10-31 19:02:37,368 - auth_scanner - INFO - Starting authentication scan for Dataset 1 generation...
2025-10-31 19:02:37,372 - auth_scanner - INFO - Loaded attack patterns from c:\Users\vishal\Desktop\WEBSCAN_PRO\projects\auth_session\data\attack_patterns.csv
2025-10-31 19:02:37,373 - auth_scanner - INFO - Columns found: ['pattern_id', 'description', 'attempt_rate', 'distributed_flag', 'notes']
2025-10-31 19:02:37,378 - auth_scanner - INFO - Generating normal traffic...
2025-10-31 19:02:37,378 - auth_scanner - INFO - Generating normal user traffic...
2025-10-31T19:02:37.380249 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 28, 18, 154558), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.151', 'auth_result': 'failure', 'session_id': 'norm_sess_1226', 'user_agent': 'Browser_1', 'session_duration': 1150, 'response_time': 1.1775216507064334, 'request_size': 70, 'response_size': 1663, 'attempt_count_for_username': 2, 'attempt_count_from_ip': 3, 'time_since_last_attempt': 746, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.385863 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 24, 2, 650165), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.101', 'auth_result': 'success', 'session_id': 'norm_sess_7042', 'user_agent': 'Browser_1', 'session_duration': 2260, 'response_time': 0.976024770780989, 'request_size': 65, 'response_size': 911, 'attempt_count_for_username': 3, 'attempt_count_from_ip': 5, 'time_since_last_attempt': 1331, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.386877 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 17, 24, 170519), 'username': 'user_8', 'user_id': 'usr08', 'ip_address': '192.168.1.150', 'auth_result': 'failure', 'session_id': 'norm_sess_6348', 'user_agent': 'Browser_1', 'session_duration': 2429, 'response_time': 0.8379992153466216, 'request_size': 71, 'response_size': 1568, 'attempt_count_for_username': 4, 'attempt_count_from_ip': 1, 'time_since_last_attempt': 602, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.386877 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.190', 'auth_result': 'success', 'session_id': 'norm_sess_9008', 'user_agent': 'Browser_1', 'session_duration': 3459, 'response_time': 1.4043565856742455, 'request_size': 69, 'response_size': 1141, 'attempt_count_for_username': 2, 'attempt_count_from_ip': 4, 'time_since_last_attempt': 3044, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.387883 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 8, 13, 440978), 'username': 'user_5', 'user_id': 'usr05', 'ip_address': '192.168.1.109', 'auth_result': 'success', 'session_id': 'norm_sess_6441', 'user_agent': 'Browser_1', 'session_duration': 3061, 'response_time': 0.7351112081848478, 'request_size': 74, 'response_size': 1599, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 7, 'time_since_last_attempt': 1718, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.387883 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 54, 49, 989717), 'username': 'user_6', 'user_id': 'usr06', 'ip_address': '192.168.1.145', 'auth_result': 'success', 'session_id': 'norm_sess_9347', 'user_agent': 'Browser_1', 'session_duration': 931, 'response_time': 0.30464050356088995, 'request_size': 68, 'response_size': 1023, 'attempt_count_for_username': 3, 'attempt_count_from_ip': 6, 'time_since_last_attempt': 1376, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.387883 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 1, 9, 408388), 'username': 'user_8', 'user_id': 'usr08', 'ip_address': '192.168.1.147', 'auth_result': 'success', 'session_id': 'norm_sess_4854', 'user_agent': 'Browser_1', 'session_duration': 648, 'response_time': 0.8902230888723397, 'request_size': 71, 'response_size': 1793, 'attempt_count_for_username': 2, 'attempt_count_from_ip': 5, 'time_since_last_attempt': 2490, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.389404 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_9', 'user_id': 'usr09', 'ip_address': '192.168.1.126', 'auth_result': 'success', 'session_id': 'norm_sess_6493', 'user_agent': 'Browser_1', 'session_duration': 700, 'response_time': 0.8466429657495941, 'request_size': 70, 'response_size': 1587, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 1, 'time_since_last_attempt': 1042, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.389404 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 32, 18, 460100), 'username': 'user_4', 'user_id': 'usr04', 'ip_address': '192.168.1.171', 'auth_result': 'success', 'session_id': 'norm_sess_9042', 'user_agent': 'Browser_1', 'session_duration': 2192, 'response_time': 0.9414837014923993, 'request_size': 70, 'response_size': 1002, 'attempt_count_for_username': 4, 'attempt_count_from_ip': 1, 'time_since_last_attempt': 3407, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.390412 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_7', 'user_id': 'usr07', 'ip_address': '192.168.1.127', 'auth_result': 'success', 'session_id': 'norm_sess_1198', 'user_agent': 'Browser_1', 'session_duration': 1692, 'response_time': 0.44120861344255646, 'request_size': 70, 'response_size': 1859, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 2, 'time_since_last_attempt': 845, 'session_reused_flag': 1, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.390412 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 49, 54, 130436), 'username': 'user_9', 'user_id': 'usr09', 'ip_address': '192.168.1.171', 'auth_result': 'success', 'session_id': 'norm_sess_3520', 'user_agent': 'Browser_1', 'session_duration': 2401, 'response_time': 0.11459023935856445, 'request_size': 71, 'response_size': 1524, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 4, 'time_since_last_attempt': 1005, 'session_reused_flag': 1, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.391828 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_6', 'user_id': 'usr06', 'ip_address': '192.168.1.194', 'auth_result': 'success', 'session_id': 'norm_sess_5904', 'user_agent': 'Browser_1', 'session_duration': 2621, 'response_time': 0.8535515303731988, 'request_size': 65, 'response_size': 1355, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 6, 'time_since_last_attempt': 572, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.391828 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_4', 'user_id': 'usr04', 'ip_address': '192.168.1.156', 'auth_result': 'success', 'session_id': 'norm_sess_4686', 'user_agent': 'Browser_1', 'session_duration': 3370, 'response_time': 1.1635920028392164, 'request_size': 65, 'response_size': 1293, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 6, 'time_since_last_attempt': 573, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.392835 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 40, 3, 437104), 'username': 'user_1', 'user_id': 'usr01', 'ip_address': '192.168.1.105', 'auth_result': 'success', 'session_id': 'norm_sess_2522', 'user_agent': 'Browser_1', 'session_duration': 705, 'response_time': 1.1979159362986744, 'request_size': 66, 'response_size': 1556, 'attempt_count_for_username': 2, 'attempt_count_from_ip': 2, 'time_since_last_attempt': 3284, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.393372 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.133', 'auth_result': 'success', 'session_id': 'norm_sess_9802', 'user_agent': 'Browser_1', 'session_duration': 1196, 'response_time': 0.9627098353799216, 'request_size': 74, 'response_size': 883, 'attempt_count_for_username': 2, 'attempt_count_from_ip': 7, 'time_since_last_attempt': 1127, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.393882 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.137', 'auth_result': 'success', 'session_id': 'norm_sess_3173', 'user_agent': 'Browser_1', 'session_duration': 2542, 'response_time': 0.39500857252012356, 'request_size': 73, 'response_size': 1780, 'attempt_count_for_username': 2, 'attempt_count_from_ip': 7, 'time_since_last_attempt': 874, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.393882 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_2', 'user_id': 'usr02', 'ip_address': '192.168.1.163', 'auth_result': 'success', 'session_id': 'norm_sess_8374', 'user_agent': 'Browser_1', 'session_duration': 3331, 'response_time': 1.1290391924270755, 'request_size': 66, 'response_size': 1905, 'attempt_count_for_username': 4, 'attempt_count_from_ip': 7, 'time_since_last_attempt': 3168, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.394891 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 35, 12, 914151), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.104', 'auth_result': 'success', 'session_id': 'norm_sess_5938', 'user_agent': 'Browser_1', 'session_duration': 1089, 'response_time': 0.7528117039497926, 'request_size': 72, 'response_size': 1884, 'attempt_count_for_username': 4, 'attempt_count_from_ip': 2, 'time_since_last_attempt': 2521, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.395561 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_9', 'user_id': 'usr09', 'ip_address': '192.168.1.142', 'auth_result': 'success', 'session_id': 'norm_sess_4655', 'user_agent': 'Browser_1', 'session_duration': 1742, 'response_time': 0.19462327531204998, 'request_size': 66, 'response_size': 1451, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 2, 'time_since_last_attempt': 2396, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.395561 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 50, 4, 394692), 'username': 'user_7', 'user_id': 'usr07', 'ip_address': '192.168.1.173', 'auth_result': 'success', 'session_id': 'norm_sess_6857', 'user_agent': 'Browser_1', 'session_duration': 958, 'response_time': 1.0557109964161948, 'request_size': 69, 'response_size': 1009, 'attempt_count_for_username': 2, 'attempt_count_from_ip': 6, 'time_since_last_attempt': 3379, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.396569 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 45, 2, 479679), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.111', 'auth_result': 'success', 'session_id': 'norm_sess_8966', 'user_agent': 'Browser_1', 'session_duration': 2285, 'response_time': 0.38218463235602673, 'request_size': 74, 'response_size': 1672, 'attempt_count_for_username': 4, 'attempt_count_from_ip': 3, 'time_since_last_attempt': 1794, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.396569 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 48, 20, 22234), 'username': 'user_6', 'user_id': 'usr06', 'ip_address': '192.168.1.191', 'auth_result': 'success', 'session_id': 'norm_sess_6969', 'user_agent': 'Browser_1', 'session_duration': 903, 'response_time': 0.31465198568617614, 'request_size': 74, 'response_size': 1732, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 3, 'time_since_last_attempt': 2281, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.397572 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 54, 52, 280057), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.141', 'auth_result': 'failure', 'session_id': 'norm_sess_1152', 'user_agent': 'Browser_1', 'session_duration': 1142, 'response_time': 1.4362709744859734, 'request_size': 66, 'response_size': 1239, 'attempt_count_for_username': 3, 'attempt_count_from_ip': 5, 'time_since_last_attempt': 2543, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.397572 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_6', 'user_id': 'usr06', 'ip_address': '192.168.1.192', 'auth_result': 'failure', 'session_id': 'norm_sess_3292', 'user_agent': 'Browser_1', 'session_duration': 2111, 'response_time': 1.187525513288833, 'request_size': 65, 'response_size': 1536, 'attempt_count_for_username': 3, 'attempt_count_from_ip': 5, 'time_since_last_attempt': 2725, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.399084 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_2', 'user_id': 'usr02', 'ip_address': '192.168.1.160', 'auth_result': 'success', 'session_id': 'norm_sess_1880', 'user_agent': 'Browser_1', 'session_duration': 2937, 'response_time': 0.9812060143967235, 'request_size': 65, 'response_size': 900, 'attempt_count_for_username': 3, 'attempt_count_from_ip': 5, 'time_since_last_attempt': 2044, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.399084 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 47, 6, 718489), 'username': 'user_8', 'user_id': 'usr08', 'ip_address': '192.168.1.111', 'auth_result': 'success', 'session_id': 'norm_sess_8656', 'user_agent': 'Browser_1', 'session_duration': 3403, 'response_time': 1.0166114488092526, 'request_size': 67, 'response_size': 1052, 'attempt_count_for_username': 4, 'attempt_count_from_ip': 6, 'time_since_last_attempt': 2432, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.400098 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 51, 52, 288667), 'username': 'user_9', 'user_id': 'usr09', 'ip_address': '192.168.1.199', 'auth_result': 'success', 'session_id': 'norm_sess_8479', 'user_agent': 'Browser_1', 'session_duration': 3429, 'response_time': 0.7908050896897096, 'request_size': 74, 'response_size': 1407, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 4, 'time_since_last_attempt': 2465, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.400604 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_1', 'user_id': 'usr01', 'ip_address': '192.168.1.191', 'auth_result': 'failure', 'session_id': 'norm_sess_3080', 'user_agent': 'Browser_1', 'session_duration': 1937, 'response_time': 0.34723083677100597, 'request_size': 67, 'response_size': 1442, 'attempt_count_for_username': 4, 'attempt_count_from_ip': 4, 'time_since_last_attempt': 1334, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.400604 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 2, 37, 378222), 'username': 'user_5', 'user_id': 'usr05', 'ip_address': '192.168.1.115', 'auth_result': 'failure', 'session_id': 'norm_sess_9344', 'user_agent': 'Browser_1', 'session_duration': 1150, 'response_time': 0.6687770014984523, 'request_size': 67, 'response_size': 1195, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 3, 'time_since_last_attempt': 2446, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.401627 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 36, 55, 461650), 'username': 'user_2', 'user_id': 'usr02', 'ip_address': '192.168.1.129', 'auth_result': 'failure', 'session_id': 'norm_sess_5715', 'user_agent': 'Browser_1', 'session_duration': 3311, 'response_time': 1.1280922462604088, 'request_size': 67, 'response_size': 1568, 'attempt_count_for_username': 3, 'attempt_count_from_ip': 5, 'time_since_last_attempt': 1981, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
2025-10-31T19:02:37.401627 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 42, 58, 993532), 'username': 'user_6', 'user_id': 'usr06', 'ip_address': '192.168.1.149', 'auth_result': 'success', 'session_id': 'norm_sess_1784', 'user_agent': 'Browser_1', 'session_duration': 665, 'response_time': 1.0364110573759546, 'request_size': 67, 'response_size': 1564, 'attempt_count_for_username': 1, 'attempt_count_from_ip': 3, 'time_since_last_attempt': 2869, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.402610 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 28, 38, 586172), 'username': 'user_5', 'user_id': 'usr05', 'ip_address': '192.168.1.120', 'auth_result': 'success', 'session_id': 'norm_sess_7629', 'user_agent': 'Browser_1', 'session_duration': 3020, 'response_time': 1.1719333289347327, 'request_size': 74, 'response_size': 1358, 'attempt_count_for_username': 4, 'attempt_count_from_ip': 1, 'time_since_last_attempt': 1454, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:37.402610 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 19, 0, 129954), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.178', 'auth_result': 'failure', 'session_id': 'norm_sess_9837', 'user_agent': 'Browser_1', 'session_duration': 2696, 'response_time': 0.8679536251398534, 'request_size': 66, 'response_size': 1756, 'attempt_count_for_username': 4, 'attempt_count_from_ip': 4, 'time_since_last_attempt': 2612, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': ''}
